gene_id	GO
GWK47_038851	GO:0005525
GWK47_038851	GO:0005874
GWK47_038851	GO:0007017
GWK47_038859	GO:0005515
GWK47_038860	GO:0005515
GWK47_038880	GO:0003677
GWK47_038880	GO:0006313
GWK47_038880	GO:0015074
GWK47_038908	GO:0003676
GWK47_038908	GO:0003723
GWK47_038908	GO:0004004
GWK47_038908	GO:0005524
GWK47_038908	GO:0005634
GWK47_038909	GO:0003924
GWK47_038909	GO:0005200
GWK47_038909	GO:0005525
GWK47_038909	GO:0005874
GWK47_038909	GO:0007017
GWK47_038912	GO:0005515
GWK47_038915	GO:0003904
GWK47_038915	GO:0006281
GWK47_038916	GO:0045454
GWK47_038917	GO:0016020
GWK47_038917	GO:0030001
GWK47_038917	GO:0046873
GWK47_038917	GO:0055085
GWK47_038920	GO:0005515
GWK47_038921	GO:0005515
GWK47_038923	GO:0003743
GWK47_038923	GO:0005515
GWK47_038923	GO:0006413
GWK47_038928	GO:0005515
GWK47_038937	GO:0005515
GWK47_038937	GO:0008270
GWK47_038944	GO:0003676
GWK47_038944	GO:0008270
GWK47_038974	GO:0003676
GWK47_038974	GO:0015074
GWK47_004738	GO:0003954
GWK47_004738	GO:0005739
GWK47_004738	GO:0008137
GWK47_004742	GO:0003677
GWK47_004742	GO:0005524
GWK47_004742	GO:0006260
GWK47_004743	GO:0003676
GWK47_004743	GO:0003677
GWK47_004743	GO:0005634
GWK47_004743	GO:0006260
GWK47_004743	GO:0006281
GWK47_004743	GO:0006310
GWK47_004745	GO:0005515
GWK47_004747	GO:0003824
GWK47_004751	GO:0005515
GWK47_038981	GO:0005524
GWK47_038981	GO:0006457
GWK47_038981	GO:0051082
GWK47_038992	GO:0006886
GWK47_038992	GO:0006888
GWK47_038992	GO:0008270
GWK47_038992	GO:0030127
GWK47_038995	GO:0004672
GWK47_038995	GO:0004713
GWK47_038995	GO:0005524
GWK47_038995	GO:0006468
GWK47_038999	GO:0046983
GWK47_039046	GO:0003676
GWK47_039046	GO:0015074
GWK47_039081	GO:0016757
GWK47_039082	GO:0008376
GWK47_039082	GO:0032580
GWK47_039087	GO:0042254
GWK47_039087	GO:0042256
GWK47_039088	GO:0016021
GWK47_039088	GO:0016192
GWK47_039094	GO:0005515
GWK47_039095	GO:0003774
GWK47_039095	GO:0005524
GWK47_039095	GO:0016459
GWK47_039098	GO:0005515
GWK47_039102	GO:0006629
GWK47_039102	GO:0016788
GWK47_039103	GO:0005515
GWK47_039104	GO:0005509
GWK47_004767	GO:0005515
GWK47_004788	GO:0016301
GWK47_004788	GO:0032958
GWK47_039123	GO:0005215
GWK47_039123	GO:0016020
GWK47_039123	GO:0016021
GWK47_039123	GO:0022857
GWK47_039123	GO:0055085
GWK47_039130	GO:0003677
GWK47_039130	GO:0003678
GWK47_039130	GO:0005524
GWK47_039130	GO:0006260
GWK47_039130	GO:0006270
GWK47_039130	GO:0042555
GWK47_039131	GO:0007165
GWK47_039131	GO:0035556
GWK47_039148	GO:0005681
GWK47_039148	GO:0008380
GWK47_039150	GO:0016020
GWK47_039150	GO:0030001
GWK47_039150	GO:0046873
GWK47_039150	GO:0055085
GWK47_039152	GO:0006812
GWK47_039152	GO:0008324
GWK47_039152	GO:0016021
GWK47_039152	GO:0055085
GWK47_039153	GO:0003924
GWK47_039153	GO:0005525
GWK47_039154	GO:0005515
GWK47_004794	GO:0003924
GWK47_004794	GO:0005200
GWK47_004794	GO:0005525
GWK47_004794	GO:0005874
GWK47_004794	GO:0007017
GWK47_004795	GO:0045454
GWK47_004801	GO:0006511
GWK47_004801	GO:0016579
GWK47_004801	GO:0036459
GWK47_004813	GO:0003924
GWK47_004813	GO:0007165
GWK47_004813	GO:0007186
GWK47_004813	GO:0019001
GWK47_004813	GO:0031683
GWK47_039195	GO:0004045
GWK47_039197	GO:0006629
GWK47_039199	GO:0006812
GWK47_039199	GO:0008324
GWK47_039199	GO:0016021
GWK47_039199	GO:0055085
GWK47_039200	GO:0003700
GWK47_039200	GO:0005634
GWK47_039200	GO:0006355
GWK47_039200	GO:0008270
GWK47_039202	GO:0004190
GWK47_039202	GO:0016021
GWK47_039204	GO:0004672
GWK47_039204	GO:0005524
GWK47_039204	GO:0006468
GWK47_039219	GO:0003924
GWK47_039219	GO:0005525
GWK47_039221	GO:0004553
GWK47_039221	GO:0005975
GWK47_039221	GO:0008061
GWK47_039238	GO:0016020
GWK47_039238	GO:0030001
GWK47_039238	GO:0046873
GWK47_039240	GO:0003723
GWK47_039240	GO:0003735
GWK47_039240	GO:0006412
GWK47_039240	GO:0015935
GWK47_039243	GO:0005515
GWK47_039243	GO:0008270
GWK47_039245	GO:1902600
GWK47_039245	GO:0005524
GWK47_039245	GO:0015986
GWK47_039245	GO:0045261
GWK47_039245	GO:0046034
GWK47_039245	GO:0046933
GWK47_000453	GO:0004252
GWK47_000453	GO:0006508
GWK47_000454	GO:0004842
GWK47_000454	GO:0005515
GWK47_000454	GO:0016567
GWK47_000455	GO:0003951
GWK47_000455	GO:0006741
GWK47_000455	GO:0019674
GWK47_000457	GO:0005215
GWK47_000457	GO:0016020
GWK47_000457	GO:0022857
GWK47_000457	GO:0055085
GWK47_000461	GO:0003677
GWK47_000461	GO:0008270
GWK47_039251	GO:0006511
GWK47_039253	GO:0001522
GWK47_039253	GO:0030515
GWK47_039253	GO:0042254
GWK47_039255	GO:0016021
GWK47_039288	GO:0004252
GWK47_039288	GO:0006508
GWK47_039291	GO:0004489
GWK47_039291	GO:0006555
GWK47_039291	GO:0055114
GWK47_039291	GO:0003676
GWK47_039291	GO:0015074
GWK47_039292	GO:0017196
GWK47_039292	GO:0031417
GWK47_039309	GO:0008146
GWK47_039311	GO:0003676
GWK47_039311	GO:0008270
GWK47_004833	GO:0003924
GWK47_004833	GO:0005525
GWK47_004833	GO:0007165
GWK47_004833	GO:0007186
GWK47_004833	GO:0007188
GWK47_004833	GO:0019001
GWK47_004833	GO:0031683
GWK47_004835	GO:0004672
GWK47_004835	GO:0005524
GWK47_004835	GO:0006468
GWK47_039334	GO:0003824
GWK47_039362	GO:0016021
GWK47_039363	GO:0004842
GWK47_039371	GO:0003810
GWK47_039371	GO:0018149
GWK47_039378	GO:0003676
GWK47_039389	GO:0003676
GWK47_039389	GO:0004523
GWK47_000462	GO:0003676
GWK47_000462	GO:0004523
GWK47_039405	GO:0003676
GWK47_039405	GO:0004523
GWK47_039405	GO:0015074
GWK47_039413	GO:0003735
GWK47_039413	GO:0005840
GWK47_039413	GO:0006412
GWK47_039419	GO:0005515
GWK47_039420	GO:0005515
GWK47_039421	GO:0031262
GWK47_039421	GO:0051315
GWK47_004839	GO:0003677
GWK47_039433	GO:0003676
GWK47_039433	GO:0004523
GWK47_039435	GO:0005506
GWK47_039435	GO:0016705
GWK47_039435	GO:0020037
GWK47_039435	GO:0055114
GWK47_039443	GO:0005509
GWK47_039443	GO:0005515
GWK47_004844	GO:0003677
GWK47_004844	GO:0003909
GWK47_004844	GO:0003910
GWK47_004844	GO:0005524
GWK47_004844	GO:0006281
GWK47_004844	GO:0006310
GWK47_004844	GO:0051103
GWK47_004844	GO:0071897
GWK47_039450	GO:0016491
GWK47_039451	GO:0016491
GWK47_039452	GO:0016491
GWK47_039465	GO:0003824
GWK47_039465	GO:0003937
GWK47_039465	GO:0004643
GWK47_039465	GO:0006164
GWK47_039471	GO:0004930
GWK47_039471	GO:0004989
GWK47_039471	GO:0007186
GWK47_039471	GO:0016021
GWK47_004850	GO:0003735
GWK47_004850	GO:0005840
GWK47_004850	GO:0006412
GWK47_039479	GO:0003824
GWK47_039479	GO:0009058
GWK47_039479	GO:0030170
GWK47_039491	GO:0072546
GWK47_039502	GO:0004499
GWK47_039502	GO:0050660
GWK47_039502	GO:0050661
GWK47_039502	GO:0055114
GWK47_039505	GO:0005515
GWK47_039507	GO:0004497
GWK47_039507	GO:0005506
GWK47_039507	GO:0016705
GWK47_039507	GO:0016712
GWK47_039507	GO:0020037
GWK47_039507	GO:0055114
GWK47_039510	GO:0005975
GWK47_039510	GO:0016757
GWK47_039529	GO:0005515
GWK47_039537	GO:0003735
GWK47_039537	GO:0005840
GWK47_039537	GO:0006412
GWK47_039551	GO:0005515
GWK47_039558	GO:0005185
GWK47_039558	GO:0005576
GWK47_039575	GO:0003676
GWK47_039575	GO:0004523
GWK47_039586	GO:0045454
GWK47_039617	GO:0005515
GWK47_039621	GO:0005509
GWK47_039621	GO:0005544
GWK47_039623	GO:0007186
GWK47_039623	GO:0019236
GWK47_039625	GO:0005506
GWK47_039625	GO:0008610
GWK47_039625	GO:0016491
GWK47_039625	GO:0055114
GWK47_039626	GO:0003824
GWK47_039626	GO:0030151
GWK47_039626	GO:0030170
GWK47_039632	GO:0016021
GWK47_039632	GO:0030246
GWK47_039634	GO:0004930
GWK47_039634	GO:0007186
GWK47_039634	GO:0016021
GWK47_039635	GO:0003676
GWK47_039635	GO:0004523
GWK47_039651	GO:0003676
GWK47_039651	GO:0003723
GWK47_039679	GO:0003700
GWK47_039679	GO:0006355
GWK47_039695	GO:0008168
GWK47_039701	GO:0005515
GWK47_004875	GO:0003676
GWK47_004875	GO:0003723
GWK47_004875	GO:0005634
GWK47_004875	GO:0006397
GWK47_039706	GO:0005874
GWK47_039706	GO:0007017
GWK47_039714	GO:0003779
GWK47_039714	GO:0007009
GWK47_039730	GO:0005524
GWK47_039730	GO:0016887
GWK47_039731	GO:0003676
GWK47_039731	GO:0015074
GWK47_004896	GO:0005515
GWK47_004897	GO:0005634
GWK47_004906	GO:0005515
GWK47_004910	GO:0004842
GWK47_004910	GO:0016567
GWK47_004911	GO:0008270
GWK47_004914	GO:0016021
GWK47_004914	GO:0055085
GWK47_039758	GO:0046983
GWK47_039781	GO:0003676
GWK47_039781	GO:0004523
GWK47_039802	GO:0003676
GWK47_039802	GO:0015074
GWK47_039804	GO:0003676
GWK47_039804	GO:0004523
GWK47_039827	GO:0003676
GWK47_039827	GO:0004523
GWK47_039827	GO:0016070
GWK47_039828	GO:0003676
GWK47_039830	GO:0003824
GWK47_039831	GO:0003824
GWK47_039868	GO:0003735
GWK47_039868	GO:0005763
GWK47_039880	GO:0009190
GWK47_039880	GO:0016849
GWK47_039880	GO:0035556
GWK47_039881	GO:0003677
GWK47_039885	GO:0003676
GWK47_039886	GO:1990904
GWK47_039886	GO:0003676
GWK47_039886	GO:0003723
GWK47_039886	GO:0005634
GWK47_039886	GO:0006396
GWK47_039889	GO:0003676
GWK47_039889	GO:0005524
GWK47_039889	GO:0006310
GWK47_039889	GO:0008026
GWK47_039890	GO:0000398
GWK47_039890	GO:0005681
GWK47_039891	GO:0006511
GWK47_039891	GO:0016579
GWK47_039891	GO:0036459
GWK47_004943	GO:0003824
GWK47_004943	GO:0004497
GWK47_004943	GO:0005507
GWK47_004943	GO:0016715
GWK47_004943	GO:0055114
GWK47_039919	GO:0003824
GWK47_004965	GO:0005515
GWK47_039943	GO:0005515
GWK47_039945	GO:0003824
GWK47_039948	GO:0003676
GWK47_039949	GO:0003774
GWK47_039949	GO:0005515
GWK47_039949	GO:0005524
GWK47_039949	GO:0005856
GWK47_039949	GO:0016459
GWK47_039960	GO:0005215
GWK47_039960	GO:0016021
GWK47_039960	GO:0055085
GWK47_039969	GO:0005856
GWK47_039976	GO:0005874
GWK47_039976	GO:0007017
GWK47_040005	GO:0046983
GWK47_040010	GO:0008963
GWK47_040010	GO:0016021
GWK47_040011	GO:0003975
GWK47_040011	GO:0006487
GWK47_040011	GO:0006488
GWK47_040011	GO:0008963
GWK47_040011	GO:0016021
GWK47_040015	GO:0046983
GWK47_040028	GO:0004970
GWK47_040028	GO:0016020
GWK47_004977	GO:0003810
GWK47_004977	GO:0018149
GWK47_004982	GO:0005524
GWK47_004986	GO:0004866
GWK47_004986	GO:0005515
GWK47_004987	GO:0005576
GWK47_004987	GO:0005615
GWK47_040039	GO:0003676
GWK47_040040	GO:0004222
GWK47_040040	GO:0005524
GWK47_040040	GO:0006508
GWK47_040040	GO:0008270
GWK47_040040	GO:0016020
GWK47_040040	GO:0016021
GWK47_040041	GO:0046872
GWK47_040044	GO:0005524
GWK47_040044	GO:0016887
GWK47_040046	GO:0004402
GWK47_040046	GO:0005515
GWK47_040046	GO:0005634
GWK47_040046	GO:0006355
GWK47_040047	GO:0004402
GWK47_040047	GO:0005634
GWK47_040047	GO:0006355
GWK47_040048	GO:0016021
GWK47_040050	GO:0004672
GWK47_040050	GO:0005524
GWK47_040050	GO:0006468
GWK47_040053	GO:0016021
GWK47_040060	GO:0005515
GWK47_040074	GO:0003677
GWK47_040078	GO:0003774
GWK47_040078	GO:0005515
GWK47_040078	GO:0016459
GWK47_040079	GO:0003774
GWK47_040079	GO:0005524
GWK47_040079	GO:0016459
GWK47_040080	GO:0003774
GWK47_040080	GO:0005524
GWK47_040080	GO:0016459
GWK47_040081	GO:0003774
GWK47_040081	GO:0005524
GWK47_040081	GO:0016459
GWK47_040098	GO:0004252
GWK47_040098	GO:0006508
GWK47_040101	GO:0003676
GWK47_040101	GO:0008033
GWK47_040101	GO:0008270
GWK47_004990	GO:0071203
GWK47_004991	GO:0004175
GWK47_004991	GO:0004298
GWK47_004991	GO:0005839
GWK47_004991	GO:0006511
GWK47_004991	GO:0019773
GWK47_004991	GO:0051603
GWK47_040138	GO:0005875
GWK47_040138	GO:0007017
GWK47_040138	GO:0030286
GWK47_040141	GO:0005750
GWK47_040141	GO:0006122
GWK47_040158	GO:0010181
GWK47_040158	GO:0016491
GWK47_040158	GO:0055114
GWK47_040159	GO:0003677
GWK47_040165	GO:0003723
GWK47_040165	GO:0006396
GWK47_040165	GO:0008173
GWK47_040193	GO:0005515
GWK47_040193	GO:0006355
GWK47_040207	GO:0003723
GWK47_040207	GO:0006400
GWK47_040212	GO:0003676
GWK47_040212	GO:0005515
GWK47_040243	GO:0016021
GWK47_040243	GO:0022857
GWK47_040243	GO:0055085
GWK47_040257	GO:0003824
GWK47_040289	GO:0005085
GWK47_040289	GO:0007264
GWK47_040291	GO:0016021
GWK47_040291	GO:0022857
GWK47_040291	GO:0055085
GWK47_040298	GO:0046872
GWK47_040302	GO:0003824
GWK47_040302	GO:0009058
GWK47_040302	GO:0030170
GWK47_040309	GO:0005515
GWK47_005010	GO:0003723
GWK47_005014	GO:0004930
GWK47_005014	GO:0007186
GWK47_005014	GO:0016021
GWK47_040317	GO:0005509
GWK47_040338	GO:0005509
GWK47_040338	GO:0007156
GWK47_005022	GO:0016787
GWK47_005023	GO:0045454
GWK47_040360	GO:0005874
GWK47_040360	GO:0007017
GWK47_040361	GO:0005515
GWK47_040362	GO:0005515
GWK47_040363	GO:0005515
GWK47_005035	GO:0003735
GWK47_005035	GO:0005840
GWK47_005035	GO:0006412
GWK47_040366	GO:0016021
GWK47_040366	GO:0055085
GWK47_040378	GO:0005506
GWK47_040378	GO:0016705
GWK47_040378	GO:0020037
GWK47_040378	GO:0055114
GWK47_040383	GO:0003677
GWK47_040383	GO:0003700
GWK47_040383	GO:0005634
GWK47_040383	GO:0006355
GWK47_040383	GO:0006915
GWK47_040383	GO:0044212
GWK47_040417	GO:0006812
GWK47_040417	GO:0015299
GWK47_040417	GO:0016021
GWK47_040417	GO:0055085
GWK47_040424	GO:0004672
GWK47_040424	GO:0005524
GWK47_040424	GO:0006468
GWK47_040427	GO:0003676
GWK47_040427	GO:0003723
GWK47_040427	GO:0004970
GWK47_040427	GO:0016020
GWK47_040429	GO:0016491
GWK47_040429	GO:0055114
GWK47_040434	GO:0008612
GWK47_040434	GO:0019135
GWK47_040456	GO:0005515
GWK47_040459	GO:0016021
GWK47_040459	GO:0016255
GWK47_040459	GO:0042765
GWK47_005049	GO:0003676
GWK47_005049	GO:0015074
GWK47_040472	GO:0016020
GWK47_040472	GO:0016628
GWK47_040472	GO:0055114
GWK47_040475	GO:0004046
GWK47_040475	GO:0005737
GWK47_040475	GO:0006508
GWK47_040475	GO:0006520
GWK47_040475	GO:0008237
GWK47_040475	GO:0016787
GWK47_040487	GO:0003676
GWK47_040487	GO:0015074
GWK47_040534	GO:0016491
GWK47_040534	GO:0055114
GWK47_005063	GO:0003824
GWK47_005064	GO:0070403
GWK47_005066	GO:0003924
GWK47_005066	GO:0005525
GWK47_005084	GO:0003676
GWK47_005084	GO:0015074
GWK47_005085	GO:0046983
GWK47_005089	GO:0005515
GWK47_005102	GO:0003824
GWK47_005103	GO:0003824
GWK47_005103	GO:0004056
GWK47_005103	GO:0042450
GWK47_005104	GO:1990904
GWK47_005104	GO:0003723
GWK47_005104	GO:0005730
GWK47_005104	GO:0042254
GWK47_005106	GO:0005737
GWK47_005106	GO:0016787
GWK47_005106	GO:0016810
GWK47_005110	GO:0005515
GWK47_005114	GO:0008654
GWK47_005114	GO:0016020
GWK47_005114	GO:0016780
GWK47_005117	GO:0016020
GWK47_005117	GO:0030001
GWK47_005117	GO:0046873
GWK47_005117	GO:0055085
GWK47_005118	GO:0000166
GWK47_005118	GO:0003723
GWK47_005118	GO:0004812
GWK47_005118	GO:0004831
GWK47_005118	GO:0005524
GWK47_005118	GO:0005737
GWK47_005118	GO:0006418
GWK47_005118	GO:0006437
GWK47_005121	GO:0003924
GWK47_005121	GO:0005525
GWK47_005121	GO:0007165
GWK47_005121	GO:0016020
GWK47_005121	GO:0032486
GWK47_005123	GO:0003824
GWK47_005123	GO:0004540
GWK47_005123	GO:0008033
GWK47_040555	GO:0016747
GWK47_040572	GO:0005525
GWK47_040579	GO:0003824
GWK47_040579	GO:0016829
GWK47_040595	GO:0046983
GWK47_005142	GO:0004672
GWK47_005142	GO:0004674
GWK47_005142	GO:0005524
GWK47_005142	GO:0006468
GWK47_005142	GO:0043066
GWK47_040618	GO:0003924
GWK47_040618	GO:0005525
GWK47_040620	GO:0005085
GWK47_040620	GO:0007264
GWK47_040622	GO:0005089
GWK47_040622	GO:0035023
GWK47_040623	GO:0005515
GWK47_040630	GO:0003700
GWK47_040630	GO:0006355
GWK47_005158	GO:0005874
GWK47_005158	GO:0007017
GWK47_005159	GO:0008083
GWK47_005161	GO:0008083
GWK47_040642	GO:0003735
GWK47_040642	GO:0005840
GWK47_040642	GO:0006412
GWK47_040644	GO:0006457
GWK47_040644	GO:0051082
GWK47_040647	GO:0003676
GWK47_040647	GO:0004523
GWK47_040648	GO:0008519
GWK47_040648	GO:0015696
GWK47_040648	GO:0016020
GWK47_040651	GO:0003735
GWK47_040651	GO:0005840
GWK47_040651	GO:0006412
GWK47_040666	GO:0005509
GWK47_040666	GO:0005886
GWK47_040666	GO:0007155
GWK47_040666	GO:0007156
GWK47_040666	GO:0016020
GWK47_040738	GO:0003677
GWK47_040738	GO:0006355
GWK47_040740	GO:0004842
GWK47_040740	GO:0016567
GWK47_040740	GO:0046872
GWK47_040747	GO:0016579
GWK47_040747	GO:0036459
GWK47_005189	GO:0006412
GWK47_040791	GO:0003824
GWK47_040795	GO:0005515
GWK47_040797	GO:0003677
GWK47_040797	GO:0005634
GWK47_040797	GO:0006367
GWK47_040797	GO:0032968
GWK47_040799	GO:0005515
GWK47_040799	GO:0005524
GWK47_040800	GO:0009190
GWK47_040800	GO:0016849
GWK47_040800	GO:0035556
GWK47_040801	GO:0009190
GWK47_040801	GO:0016849
GWK47_040801	GO:0035556
GWK47_040806	GO:0046983
GWK47_040811	GO:0016972
GWK47_040811	GO:0045454
GWK47_040811	GO:0055114
GWK47_040817	GO:0016787
GWK47_040829	GO:0006508
GWK47_040829	GO:0008234
GWK47_040830	GO:0005515
GWK47_040834	GO:0006606
GWK47_040849	GO:0016020
GWK47_040852	GO:0003677
GWK47_040852	GO:0003918
GWK47_040852	GO:0005524
GWK47_040852	GO:0006265
GWK47_040853	GO:0005634
GWK47_040855	GO:0016579
GWK47_040855	GO:0036459
GWK47_040861	GO:0003676
GWK47_040861	GO:0015074
GWK47_040893	GO:0016021
GWK47_040904	GO:0020037
GWK47_005211	GO:0016020
GWK47_005211	GO:0022857
GWK47_005211	GO:0055085
GWK47_005212	GO:0016020
GWK47_005212	GO:0022857
GWK47_005212	GO:0055085
GWK47_005216	GO:0016020
GWK47_005216	GO:0022857
GWK47_005216	GO:0055085
GWK47_040945	GO:0003743
GWK47_040945	GO:0005737
GWK47_040945	GO:0005852
GWK47_040948	GO:0006807
GWK47_040951	GO:0015232
GWK47_040951	GO:0015886
GWK47_005224	GO:0005515
GWK47_040989	GO:0005509
GWK47_040990	GO:0003824
GWK47_041002	GO:0004672
GWK47_041002	GO:0005524
GWK47_041002	GO:0006468
GWK47_041006	GO:0003735
GWK47_041006	GO:0005840
GWK47_041006	GO:0006412
GWK47_041009	GO:0003677
GWK47_041009	GO:0003700
GWK47_041009	GO:0005634
GWK47_041009	GO:0006355
GWK47_041010	GO:0004252
GWK47_041010	GO:0006508
GWK47_041013	GO:0009143
GWK47_041013	GO:0047429
GWK47_041017	GO:0005044
GWK47_041017	GO:0005507
GWK47_041017	GO:0016020
GWK47_041017	GO:0016641
GWK47_041017	GO:0055114
GWK47_005231	GO:0005890
GWK47_005231	GO:0006813
GWK47_005231	GO:0006814
GWK47_041099	GO:0004647
GWK47_041099	GO:0006564
GWK47_005236	GO:0005515
GWK47_005237	GO:0005515
GWK47_005237	GO:0016491
GWK47_005237	GO:0055114
GWK47_005238	GO:0003676
GWK47_005238	GO:0005524
GWK47_041134	GO:0022857
GWK47_041134	GO:0055085
GWK47_041146	GO:0003676
GWK47_041149	GO:0035556
GWK47_041159	GO:0003824
GWK47_041161	GO:0003676
GWK47_041161	GO:0004523
GWK47_041161	GO:0004553
GWK47_041161	GO:0005975
GWK47_041165	GO:0016021
GWK47_041165	GO:0055085
GWK47_041168	GO:0016021
GWK47_041168	GO:0055085
GWK47_041170	GO:0016021
GWK47_041170	GO:0055085
GWK47_041179	GO:0003700
GWK47_041179	GO:0006355
GWK47_041188	GO:0004970
GWK47_041188	GO:0016020
GWK47_041195	GO:0003676
GWK47_041196	GO:0003676
GWK47_041197	GO:0003676
GWK47_041200	GO:0004113
GWK47_041200	GO:0009214
GWK47_041200	GO:0016020
GWK47_041207	GO:0003924
GWK47_041207	GO:0005525
GWK47_005247	GO:0008146
GWK47_005247	GO:0016021
GWK47_041222	GO:0003924
GWK47_041222	GO:0005525
GWK47_041229	GO:0016811
GWK47_041265	GO:0004725
GWK47_041265	GO:0006470
GWK47_041265	GO:0008138
GWK47_041265	GO:0016311
GWK47_041265	GO:0016791
GWK47_041267	GO:0009055
GWK47_041268	GO:0019239
GWK47_041270	GO:0004844
GWK47_041270	GO:0006281
GWK47_041270	GO:0006284
GWK47_041270	GO:0016799
GWK47_041272	GO:0008137
GWK47_041272	GO:0010181
GWK47_041272	GO:0051539
GWK47_041272	GO:0055114
GWK47_041276	GO:0005634
GWK47_041276	GO:0008270
GWK47_041280	GO:0004672
GWK47_041280	GO:0004707
GWK47_041280	GO:0005524
GWK47_041280	GO:0006468
GWK47_041282	GO:0004672
GWK47_041282	GO:0005524
GWK47_041282	GO:0006468
GWK47_005252	GO:0051087
GWK47_041301	GO:0005506
GWK47_041301	GO:0016491
GWK47_041301	GO:0016705
GWK47_041301	GO:0031418
GWK47_041301	GO:0055114
GWK47_041308	GO:0000213
GWK47_041308	GO:0000214
GWK47_041308	GO:0000379
GWK47_041308	GO:0003676
GWK47_041308	GO:0004518
GWK47_041308	GO:0006388
GWK47_041312	GO:0006629
GWK47_041362	GO:0000413
GWK47_041362	GO:0003676
GWK47_041362	GO:0003755
GWK47_041365	GO:0003676
GWK47_041365	GO:0006351
GWK47_041365	GO:0006379
GWK47_041365	GO:0008270
GWK47_041377	GO:0003677
GWK47_041377	GO:0004803
GWK47_041377	GO:0006313
GWK47_041395	GO:0003676
GWK47_041414	GO:0005215
GWK47_041414	GO:0005515
GWK47_041414	GO:0016020
GWK47_041414	GO:0055085
GWK47_041418	GO:0001522
GWK47_041418	GO:0042254
GWK47_041419	GO:0052855
GWK47_041420	GO:0004725
GWK47_041420	GO:0016311
GWK47_041421	GO:0004672
GWK47_041421	GO:0004713
GWK47_041421	GO:0005515
GWK47_041421	GO:0005524
GWK47_041421	GO:0006468
GWK47_041429	GO:0005525
GWK47_041430	GO:0003723
GWK47_041430	GO:0005515
GWK47_041431	GO:0005515
GWK47_041433	GO:0003676
GWK47_041437	GO:0016020
GWK47_041437	GO:0022857
GWK47_041437	GO:0055085
GWK47_041439	GO:0003676
GWK47_041440	GO:0000956
GWK47_041441	GO:0003676
GWK47_041442	GO:0003824
GWK47_041442	GO:0004555
GWK47_041442	GO:0005991
GWK47_041444	GO:0005515
GWK47_041443	GO:0004363
GWK47_041443	GO:0005524
GWK47_041443	GO:0006750
GWK47_041443	GO:0016874
GWK47_041446	GO:0003824
GWK47_041446	GO:0016791
GWK47_041448	GO:0043565
GWK47_041452	GO:0005515
GWK47_005278	GO:0008612
GWK47_000485	GO:0003676
GWK47_000485	GO:0004523
GWK47_041473	GO:0005509
GWK47_005299	GO:0003676
GWK47_005299	GO:0008270
GWK47_041486	GO:0003677
GWK47_041486	GO:0006313
GWK47_041486	GO:0015074
GWK47_041490	GO:0004672
GWK47_041490	GO:0005524
GWK47_041490	GO:0006468
GWK47_005302	GO:0000338
GWK47_005302	GO:0005515
GWK47_005302	GO:0008180
GWK47_005303	GO:0000166
GWK47_005303	GO:0003824
GWK47_005303	GO:0006352
GWK47_005303	GO:0030880
GWK47_005303	GO:0044237
GWK47_005304	GO:0002143
GWK47_005304	GO:0004792
GWK47_005304	GO:0005829
GWK47_005304	GO:0008641
GWK47_005305	GO:0003676
GWK47_005306	GO:0000398
GWK47_005306	GO:0003676
GWK47_005306	GO:0003723
GWK47_005306	GO:0046872
GWK47_005306	GO:0089701
GWK47_005307	GO:0003677
GWK47_005307	GO:0008270
GWK47_005308	GO:0000245
GWK47_005308	GO:0005634
GWK47_041535	GO:0005515
GWK47_041555	GO:0004930
GWK47_041555	GO:0007186
GWK47_041555	GO:0016021
GWK47_041564	GO:0004517
GWK47_041564	GO:0006809
GWK47_041564	GO:0010181
GWK47_041564	GO:0055114
GWK47_041565	GO:0010181
GWK47_041565	GO:0016491
GWK47_041565	GO:0055114
GWK47_041566	GO:0005089
GWK47_041566	GO:0035023
GWK47_041567	GO:0005548
GWK47_041567	GO:0015914
GWK47_041571	GO:0003735
GWK47_041571	GO:0005840
GWK47_041571	GO:0006412
GWK47_041590	GO:0005515
GWK47_041606	GO:0000166
GWK47_041606	GO:0005507
GWK47_041606	GO:0006812
GWK47_041606	GO:0016021
GWK47_041606	GO:0019829
GWK47_041606	GO:0030001
GWK47_041606	GO:0046872
GWK47_041631	GO:0005515
GWK47_041632	GO:0005515
GWK47_041635	GO:0005515
GWK47_041655	GO:0003824
GWK47_041655	GO:0004807
GWK47_041665	GO:0005515
GWK47_041671	GO:0004866
GWK47_041671	GO:0005576
GWK47_041671	GO:0005615
GWK47_041673	GO:0005509
GWK47_005328	GO:0005525
GWK47_005334	GO:0004672
GWK47_005334	GO:0005524
GWK47_005334	GO:0006468
GWK47_041698	GO:0005506
GWK47_041698	GO:0016705
GWK47_041698	GO:0020037
GWK47_041698	GO:0055114
GWK47_041717	GO:0005783
GWK47_041717	GO:0008201
GWK47_041717	GO:0050750
GWK47_041720	GO:0016813
GWK47_041720	GO:0046872
GWK47_041724	GO:0004497
GWK47_041724	GO:0006744
GWK47_041724	GO:0016709
GWK47_041724	GO:0050660
GWK47_041724	GO:0055114
GWK47_041724	GO:0071949
GWK47_041726	GO:0005249
GWK47_041726	GO:0006813
GWK47_041726	GO:0016020
GWK47_041729	GO:0003824
GWK47_041729	GO:0005515
GWK47_041734	GO:0003677
GWK47_041734	GO:0006355
GWK47_041735	GO:0006281
GWK47_041735	GO:0017108
GWK47_041735	GO:0033557
