"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"INTERPRO","BRO1_dom","1.27%","2","158","3","6002","7.65e-2","1.00e+0","25.32","1.00e+0","1.00e+0","2.03e-3"
"INTERPRO","PAC","1.27%","2","158","3","6002","7.65e-2","1.00e+0","25.32","1.00e+0","1.00e+0","2.03e-3"
"INTERPRO","Cyclic_nucleotide_synthase","1.27%","2","158","3","6002","7.65e-2","1.00e+0","25.32","1.00e+0","1.00e+0","2.03e-3"
"INTERPRO","DNMBP_SH3_N3","1.27%","2","158","3","6002","7.65e-2","1.00e+0","25.32","1.00e+0","1.00e+0","2.03e-3"
"INTERPRO","Dynamin-Rho_GEF","1.27%","2","158","3","6002","7.65e-2","1.00e+0","25.32","1.00e+0","1.00e+0","2.03e-3"
"INTERPRO","BRO1_sf","1.27%","2","158","3","6002","7.65e-2","1.00e+0","25.32","1.00e+0","1.00e+0","2.03e-3"
"INTERPRO","DNMBP_SH3_C1","1.27%","2","158","3","6002","7.65e-2","1.00e+0","25.32","1.00e+0","1.00e+0","2.03e-3"
"INTERPRO","DNMBP_SH3_N1","1.27%","2","158","3","6002","7.65e-2","1.00e+0","25.32","1.00e+0","1.00e+0","2.03e-3"
"UP_SEQ_FEATURE","DOMAIN:MyTH4 1","1.27%","2","154","3","5763","7.76e-2","1.00e+0","24.95","1.00e+0","9.99e-1","2.09e-3"
"UP_SEQ_FEATURE","DOMAIN:MyTH4 2","1.27%","2","154","3","5763","7.76e-2","1.00e+0","24.95","1.00e+0","9.99e-1","2.09e-3"
"UP_SEQ_FEATURE","DOMAIN:SH3 6","1.27%","2","154","3","5763","7.76e-2","1.00e+0","24.95","1.00e+0","9.99e-1","2.09e-3"
"UP_SEQ_FEATURE","DOMAIN:BRO1","1.27%","2","154","3","5763","7.76e-2","1.00e+0","24.95","1.00e+0","9.99e-1","2.09e-3"
"GOTERM_MF_DIRECT","protein binding","34.81%","55","144","1781","5577","7.87e-2","1.00e+0","1.20","1.00e+0","1.00e+0","6.31e-2"
"GOTERM_CC_DIRECT","presynapse","3.80%","6","157","86","5845","7.90e-2","1.00e+0","2.60","1.00e+0","1.00e+0","2.75e-2"
"GOTERM_BP_DIRECT","apolipoprotein A-I-mediated signaling pathway","1.27%","2","155","3","5659","7.95e-2","1.00e+0","24.34","1.00e+0","1.00e+0","2.20e-3"
"GOTERM_BP_DIRECT","female meiotic nuclear division","1.27%","2","155","3","5659","7.95e-2","1.00e+0","24.34","1.00e+0","1.00e+0","2.20e-3"
"GOTERM_BP_DIRECT","primary branching, open tracheal system","1.27%","2","155","3","5659","7.95e-2","1.00e+0","24.34","1.00e+0","1.00e+0","2.20e-3"
"GOTERM_BP_DIRECT","pole plasm protein localization","1.27%","2","155","3","5659","7.95e-2","1.00e+0","24.34","1.00e+0","1.00e+0","2.20e-3"
"GOTERM_BP_DIRECT","morphogenesis of embryonic epithelium","1.27%","2","155","3","5659","7.95e-2","1.00e+0","24.34","1.00e+0","1.00e+0","2.20e-3"
"GOTERM_BP_DIRECT","positive regulation of phospholipid efflux","1.27%","2","155","3","5659","7.95e-2","1.00e+0","24.34","1.00e+0","1.00e+0","2.20e-3"
"GOTERM_BP_DIRECT","regulation of MAP kinase activity","1.27%","2","155","3","5659","7.95e-2","1.00e+0","24.34","1.00e+0","1.00e+0","2.20e-3"
"GOTERM_BP_DIRECT","hindgut morphogenesis","1.27%","2","155","3","5659","7.95e-2","1.00e+0","24.34","1.00e+0","1.00e+0","2.20e-3"
"INTERPRO","Kinesin_motor_dom_sf","2.53%","4","158","39","6002","8.10e-2","1.00e+0","3.90","1.00e+0","1.00e+0","1.86e-2"
"GOTERM_CC_DIRECT","apicolateral plasma membrane","1.90%","3","157","18","5845","8.19e-2","1.00e+0","6.20","1.00e+0","1.00e+0","1.15e-2"
"GOTERM_BP_DIRECT","cell division","5.70%","9","155","167","5659","8.43e-2","1.00e+0","1.97","1.00e+0","1.00e+0","3.90e-2"
"GOTERM_BP_DIRECT","positive regulation of protein localization to plasma membrane","1.90%","3","155","18","5659","8.47e-2","1.00e+0","6.08","1.00e+0","1.00e+0","1.22e-2"
"GOTERM_BP_DIRECT","phospholipid transport","1.90%","3","155","18","5659","8.47e-2","1.00e+0","6.08","1.00e+0","1.00e+0","1.22e-2"
"GOTERM_BP_DIRECT","open tracheal system development","1.90%","3","155","18","5659","8.47e-2","1.00e+0","6.08","1.00e+0","1.00e+0","1.22e-2"
"UP_KW_DOMAIN","SH3 domain","3.80%","6","122","75","3850","8.54e-2","3.59e-1","2.52","8.46e-1","3.41e-1","3.04e-2"
"GOTERM_CC_DIRECT","early endosome membrane","3.16%","5","157","63","5845","8.67e-2","1.00e+0","2.95","1.00e+0","1.00e+0","2.64e-2"
"INTERPRO","FERM_domain","1.90%","3","158","19","6002","8.70e-2","1.00e+0","6.00","1.00e+0","1.00e+0","1.27e-2"
"GOTERM_BP_DIRECT","angiogenesis","3.16%","5","155","62","5659","8.75e-2","1.00e+0","2.94","1.00e+0","1.00e+0","2.67e-2"
"UP_SEQ_FEATURE","DOMAIN:FERM","1.90%","3","154","19","5763","8.92e-2","1.00e+0","5.91","1.00e+0","9.99e-1","1.32e-2"
"INTERPRO","ARM-type_fold","6.33%","10","158","206","6002","9.00e-2","1.00e+0","1.84","1.00e+0","1.00e+0","4.45e-2"
"GOTERM_CC_DIRECT","actin cytoskeleton","3.16%","5","157","64","5845","9.07e-2","1.00e+0","2.91","1.00e+0","1.00e+0","2.80e-2"
"UP_SEQ_FEATURE","COMPBIAS:Pro residues","11.39%","18","154","453","5763","9.09e-2","1.00e+0","1.49","1.00e+0","9.99e-1","5.67e-2"
"GOTERM_MF_DIRECT","ATPase binding","1.90%","3","144","20","5577","9.18e-2","1.00e+0","5.81","1.00e+0","1.00e+0","1.39e-2"
"GOTERM_BP_DIRECT","phagocytosis","1.90%","3","155","19","5659","9.31e-2","1.00e+0","5.76","1.00e+0","1.00e+0","1.41e-2"
"SMART","BRO1","1.27%","2","99","3","3019","9.43e-2","1.00e+0","20.33","1.00e+0","1.00e+0","3.13e-3"
"SMART","PAC","1.27%","2","99","3","3019","9.43e-2","1.00e+0","20.33","1.00e+0","1.00e+0","3.13e-3"
"INTERPRO","FERM_2","1.90%","3","158","20","6002","9.50e-2","1.00e+0","5.70","1.00e+0","1.00e+0","1.47e-2"
"INTERPRO","FERM_central","1.90%","3","158","20","6002","9.50e-2","1.00e+0","5.70","1.00e+0","1.00e+0","1.47e-2"
"UP_KW_MOLECULAR_FUNCTION","Segmentation polarity protein","1.27%","2","97","4","3890","9.52e-2","4.07e-1","20.05","9.91e-1","3.63e-1","3.57e-3"
"GOTERM_MF_DIRECT","guanylate cyclase activity","1.27%","2","144","4","5577","9.87e-2","1.00e+0","19.36","1.00e+0","1.00e+0","3.84e-3"
"GOTERM_MF_DIRECT","MAP kinase tyrosine phosphatase activity","1.27%","2","144","4","5577","9.87e-2","1.00e+0","19.36","1.00e+0","1.00e+0","3.84e-3"
"GOTERM_MF_DIRECT","protein tyrosine/threonine phosphatase activity","1.27%","2","144","4","5577","9.87e-2","1.00e+0","19.36","1.00e+0","1.00e+0","3.84e-3"
"GOTERM_BP_DIRECT","monoatomic ion transmembrane transport","2.53%","4","155","41","5659","9.96e-2","1.00e+0","3.56","1.00e+0","1.00e+0","2.50e-2"

