"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_DIRECT","positive regulation of protein acetylation","1.45%","2","133","3","5659","6.84e-2","1.00e+0","28.37","1.00e+0","1.00e+0","1.62e-3"
"GOTERM_BP_DIRECT","morphogenesis of embryonic epithelium","1.45%","2","133","3","5659","6.84e-2","1.00e+0","28.37","1.00e+0","1.00e+0","1.62e-3"
"GOTERM_BP_DIRECT","positive regulation of protein K63-linked ubiquitination","1.45%","2","133","3","5659","6.84e-2","1.00e+0","28.37","1.00e+0","1.00e+0","1.62e-3"
"GOTERM_BP_DIRECT","pole plasm protein localization","1.45%","2","133","3","5659","6.84e-2","1.00e+0","28.37","1.00e+0","1.00e+0","1.62e-3"
"GOTERM_BP_DIRECT","positive regulation of translation in response to endoplasmic reticulum stress","1.45%","2","133","3","5659","6.84e-2","1.00e+0","28.37","1.00e+0","1.00e+0","1.62e-3"
"GOTERM_BP_DIRECT","establishment of endothelial intestinal barrier","1.45%","2","133","3","5659","6.84e-2","1.00e+0","28.37","1.00e+0","1.00e+0","1.62e-3"
"GOTERM_BP_DIRECT","positive regulation of toll-like receptor 8 signaling pathway","1.45%","2","133","3","5659","6.84e-2","1.00e+0","28.37","1.00e+0","1.00e+0","1.62e-3"
"INTERPRO","FERM_domain","2.17%","3","138","19","6002","6.87e-2","1.00e+0","6.87","1.00e+0","1.00e+0","8.80e-3"
"UP_KW_CELLULAR_COMPONENT","Cell projection","9.42%","13","122","326","5258","7.05e-2","2.38e-1","1.72","8.61e-1","2.12e-1","3.79e-2"
"UP_SEQ_FEATURE","DOMAIN:FERM","2.17%","3","135","19","5763","7.09e-2","9.05e-1","6.74","1.00e+0","9.05e-1","9.26e-3"
"UP_KW_MOLECULAR_FUNCTION","Activator","6.52%","9","89","195","3890","7.20e-2","6.62e-1","2.02","9.74e-1","6.62e-1","3.28e-2"
"KEGG_PATHWAY","Parathyroid hormone synthesis, secretion and action","1.45%","2","70","3","2776","7.28e-2","1.00e+0","26.44","1.00e+0","1.00e+0","1.85e-3"
"KEGG_PATHWAY","Phospholipase D signaling pathway","1.45%","2","70","3","2776","7.28e-2","1.00e+0","26.44","1.00e+0","1.00e+0","1.85e-3"
"KEGG_PATHWAY","GnRH signaling pathway","1.45%","2","70","3","2776","7.28e-2","1.00e+0","26.44","1.00e+0","1.00e+0","1.85e-3"
"UP_SEQ_FEATURE","DOMAIN:C2","2.90%","4","135","42","5763","7.32e-2","9.18e-1","4.07","1.00e+0","9.18e-1","1.62e-2"
"GOTERM_BP_DIRECT","cell-cell adhesion","2.90%","4","133","42","5659","7.37e-2","1.00e+0","4.05","1.00e+0","1.00e+0","1.64e-2"
"GOTERM_BP_DIRECT","chromosome segregation","2.90%","4","133","42","5659","7.37e-2","1.00e+0","4.05","1.00e+0","1.00e+0","1.64e-2"
"INTERPRO","FERM_2","2.17%","3","138","20","6002","7.52e-2","1.00e+0","6.52","1.00e+0","1.00e+0","1.02e-2"
"INTERPRO","FERM_central","2.17%","3","138","20","6002","7.52e-2","1.00e+0","6.52","1.00e+0","1.00e+0","1.02e-2"
"GOTERM_BP_DIRECT","autophagosome maturation","2.17%","3","133","20","5659","7.81e-2","1.00e+0","6.38","1.00e+0","1.00e+0","1.08e-2"
"GOTERM_BP_DIRECT","cognition","2.17%","3","133","20","5659","7.81e-2","1.00e+0","6.38","1.00e+0","1.00e+0","1.08e-2"
"SMART","PAC","1.45%","2","85","3","3019","8.12e-2","1.00e+0","23.68","1.00e+0","1.00e+0","2.31e-3"
"INTERPRO","SH3-like_dom_sf","3.62%","5","138","72","6002","8.15e-2","1.00e+0","3.02","1.00e+0","1.00e+0","2.44e-2"
"UP_SEQ_FEATURE","DOMAIN:SH3","3.62%","5","135","71","5763","8.25e-2","1.00e+0","3.01","1.00e+0","1.00e+0","2.48e-2"
"UP_KW_BIOLOGICAL_PROCESS","Immunity","4.35%","6","93","90","3543","8.29e-2","8.48e-1","2.54","9.96e-1","8.48e-1","2.96e-2"
"INTERPRO","SH3_domain","3.62%","5","138","73","6002","8.48e-2","1.00e+0","2.98","1.00e+0","1.00e+0","2.58e-2"
"INTERPRO","C2_dom","2.90%","4","138","46","6002","8.69e-2","1.00e+0","3.78","1.00e+0","1.00e+0","2.07e-2"
"UP_KW_MOLECULAR_FUNCTION","Segmentation polarity protein","1.45%","2","89","4","3890","8.75e-2","6.62e-1","21.85","9.89e-1","6.62e-1","3.01e-3"
"INTERPRO","TBCB_Ubl","1.45%","2","138","4","6002","8.82e-2","1.00e+0","21.75","1.00e+0","1.00e+0","3.06e-3"
"INTERPRO","MAGUK","1.45%","2","138","4","6002","8.82e-2","1.00e+0","21.75","1.00e+0","1.00e+0","3.06e-3"
"GOTERM_CC_DIRECT","NLRP3 inflammasome complex","1.45%","2","135","4","5845","8.86e-2","1.00e+0","21.65","1.00e+0","1.00e+0","3.08e-3"
"GOTERM_MF_DIRECT","eukaryotic initiation factor 4E binding","1.45%","2","130","4","5577","8.94e-2","1.00e+0","21.45","1.00e+0","1.00e+0","3.14e-3"
"GOTERM_MF_DIRECT","serine-type carboxypeptidase activity","1.45%","2","130","4","5577","8.94e-2","1.00e+0","21.45","1.00e+0","1.00e+0","3.14e-3"
"UP_SEQ_FEATURE","DOMAIN:PAS 1","1.45%","2","135","4","5763","8.98e-2","1.00e+0","21.34","1.00e+0","1.00e+0","3.17e-3"
"UP_SEQ_FEATURE","REGION:Interaction with GSK3B","1.45%","2","135","4","5763","8.98e-2","1.00e+0","21.34","1.00e+0","1.00e+0","3.17e-3"
"UP_SEQ_FEATURE","DOMAIN:PAS 2","1.45%","2","135","4","5763","8.98e-2","1.00e+0","21.34","1.00e+0","1.00e+0","3.17e-3"
"UP_SEQ_FEATURE","DOMAIN:L27 1","1.45%","2","135","4","5763","8.98e-2","1.00e+0","21.34","1.00e+0","1.00e+0","3.17e-3"
"UP_SEQ_FEATURE","DOMAIN:L27 2","1.45%","2","135","4","5763","8.98e-2","1.00e+0","21.34","1.00e+0","1.00e+0","3.17e-3"
"GOTERM_BP_DIRECT","protein stabilization","3.62%","5","133","73","5659","9.00e-2","1.00e+0","2.91","1.00e+0","1.00e+0","2.79e-2"
"GOTERM_BP_DIRECT","amyloid fibril formation","1.45%","2","133","4","5659","9.01e-2","1.00e+0","21.27","1.00e+0","1.00e+0","3.19e-3"
"GOTERM_BP_DIRECT","foregut morphogenesis","1.45%","2","133","4","5659","9.01e-2","1.00e+0","21.27","1.00e+0","1.00e+0","3.19e-3"
"GOTERM_BP_DIRECT","gamete generation","1.45%","2","133","4","5659","9.01e-2","1.00e+0","21.27","1.00e+0","1.00e+0","3.19e-3"
"GOTERM_BP_DIRECT","sphingomyelin metabolic process","1.45%","2","133","4","5659","9.01e-2","1.00e+0","21.27","1.00e+0","1.00e+0","3.19e-3"
"GOTERM_BP_DIRECT","positive regulation of toll-like receptor 7 signaling pathway","1.45%","2","133","4","5659","9.01e-2","1.00e+0","21.27","1.00e+0","1.00e+0","3.19e-3"
"GOTERM_BP_DIRECT","cytosolic ciliogenesis","1.45%","2","133","4","5659","9.01e-2","1.00e+0","21.27","1.00e+0","1.00e+0","3.19e-3"
"GOTERM_BP_DIRECT","acetyl-CoA metabolic process","1.45%","2","133","4","5659","9.01e-2","1.00e+0","21.27","1.00e+0","1.00e+0","3.19e-3"
"GOTERM_BP_DIRECT","female gamete generation","1.45%","2","133","4","5659","9.01e-2","1.00e+0","21.27","1.00e+0","1.00e+0","3.19e-3"
"UP_KW_BIOLOGICAL_PROCESS","Lipid degradation","2.90%","4","93","42","3543","9.42e-2","8.48e-1","3.63","9.98e-1","8.48e-1","2.33e-2"
"GOTERM_CC_DIRECT","extracellular exosome","5.80%","8","135","170","5845","9.48e-2","1.00e+0","2.04","1.00e+0","1.00e+0","4.24e-2"
"GOTERM_CC_DIRECT","early endosome","4.35%","6","135","106","5845","9.55e-2","1.00e+0","2.45","1.00e+0","1.00e+0","3.53e-2"
"KEGG_PATHWAY","Glutamatergic synapse","1.45%","2","70","4","2776","9.58e-2","1.00e+0","19.83","1.00e+0","1.00e+0","3.64e-3"
"GOTERM_CC_DIRECT","cell periphery","2.17%","3","135","23","5845","9.65e-2","1.00e+0","5.65","1.00e+0","1.00e+0","1.52e-2"
"UP_KW_CELLULAR_COMPONENT","Lysosome","6.52%","9","122","204","5258","9.68e-2","2.63e-1","1.90","9.36e-1","2.34e-1","4.65e-2"
"GOTERM_BP_DIRECT","cilium assembly","3.62%","5","133","75","5659","9.71e-2","1.00e+0","2.84","1.00e+0","1.00e+0","3.09e-2"
"UP_KW_CELLULAR_COMPONENT","Postsynaptic cell membrane","2.90%","4","122","48","5258","9.75e-2","2.63e-1","3.59","9.37e-1","2.34e-1","2.45e-2"

