"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"UP_SEQ_FEATURE","DOMAIN:ZU5 1","1.77%","2","108","4","5763","7.22e-2","6.06e-1","26.68","1.00e+0","6.06e-1","2.04e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 4","1.77%","2","108","4","5763","7.22e-2","6.06e-1","26.68","1.00e+0","6.06e-1","2.04e-3"
"UP_SEQ_FEATURE","REGION:UPA domain","1.77%","2","108","4","5763","7.22e-2","6.06e-1","26.68","1.00e+0","6.06e-1","2.04e-3"
"UP_SEQ_FEATURE","DOMAIN:ZU5 2","1.77%","2","108","4","5763","7.22e-2","6.06e-1","26.68","1.00e+0","6.06e-1","2.04e-3"
"UP_SEQ_FEATURE","REGION:Interaction with GSK3B","1.77%","2","108","4","5763","7.22e-2","6.06e-1","26.68","1.00e+0","6.06e-1","2.04e-3"
"INTERPRO","Ankyrin_UPA","1.77%","2","113","4","6002","7.26e-2","1.00e+0","26.56","1.00e+0","1.00e+0","2.06e-3"
"KEGG_PATHWAY","Polycomb repressive complex","1.77%","2","53","4","2776","7.29e-2","1.00e+0","26.19","1.00e+0","1.00e+0","2.09e-3"
"KEGG_PATHWAY","Endocytosis","1.77%","2","53","4","2776","7.29e-2","1.00e+0","26.19","1.00e+0","1.00e+0","2.09e-3"
"UP_KW_CELLULAR_COMPONENT","Cell junction","5.31%","6","99","122","5258","7.65e-2","4.46e-1","2.61","9.38e-1","4.21e-1","2.68e-2"
"INTERPRO","Ig-like_fold","5.31%","6","113","122","6002","7.71e-2","1.00e+0","2.61","1.00e+0","1.00e+0","2.70e-2"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 4","2.65%","3","108","25","5763","7.77e-2","6.44e-1","6.40","1.00e+0","6.44e-1","1.09e-2"
"GOTERM_BP_DIRECT","cell adhesion","4.42%","5","104","90","5659","8.08e-2","1.00e+0","3.02","1.00e+0","1.00e+0","2.44e-2"
"UP_KW_MOLECULAR_FUNCTION","Actin capping","1.77%","2","68","5","3890","8.32e-2","7.82e-1","22.88","9.83e-1","7.82e-1","2.91e-3"
"SMART","HELICc","4.42%","5","68","76","3019","8.65e-2","1.00e+0","2.92","1.00e+0","1.00e+0","2.69e-2"
"GOTERM_CC_DIRECT","precatalytic spliceosome","2.65%","3","108","27","5845","8.67e-2","1.00e+0","6.01","1.00e+0","1.00e+0","1.30e-2"
"UP_KW_BIOLOGICAL_PROCESS","Chromosome partition","2.65%","3","66","27","3543","8.68e-2","1.00e+0","5.96","9.93e-1","1.00e+0","1.31e-2"
"GOTERM_BP_DIRECT","lymph vessel development","1.77%","2","104","5","5659","8.78e-2","1.00e+0","21.77","1.00e+0","1.00e+0","3.23e-3"
"GOTERM_BP_DIRECT","negative regulation of non-canonical NF-kappaB signal transduction","1.77%","2","104","5","5659","8.78e-2","1.00e+0","21.77","1.00e+0","1.00e+0","3.23e-3"
"GOTERM_MF_DIRECT","protein kinase binding","5.31%","6","103","130","5577","8.88e-2","1.00e+0","2.50","1.00e+0","1.00e+0","3.25e-2"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 2","1.77%","2","108","5","5763","8.95e-2","7.14e-1","21.34","1.00e+0","7.14e-1","3.35e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 3","1.77%","2","108","5","5763","8.95e-2","7.14e-1","21.34","1.00e+0","7.14e-1","3.35e-3"
"UP_SEQ_FEATURE","DOMAIN:Ig-like 1","1.77%","2","108","5","5763","8.95e-2","7.14e-1","21.34","1.00e+0","7.14e-1","3.35e-3"
"INTERPRO","Multifunctional_ANK_Repeat","1.77%","2","113","5","6002","8.99e-2","1.00e+0","21.25","1.00e+0","1.00e+0","3.39e-3"
"GOTERM_CC_DIRECT","basolateral plasma membrane","4.42%","5","108","93","5845","9.02e-2","1.00e+0","2.91","1.00e+0","1.00e+0","2.83e-2"
"UP_KW_DOMAIN","WD repeat","6.19%","7","77","159","3850","9.21e-2","6.14e-1","2.20","8.55e-1","6.14e-1","3.83e-2"
"GOTERM_BP_DIRECT","positive regulation of cell growth","2.65%","3","104","29","5659","9.70e-2","1.00e+0","5.63","1.00e+0","1.00e+0","1.56e-2"
"UP_KW_CELLULAR_COMPONENT","Cell membrane","18.58%","21","99","798","5258","9.74e-2","4.87e-1","1.40","9.72e-1","4.59e-1","6.52e-2"

