"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_BP_DIRECT","ribonucleoside monophosphate biosynthetic process","1.04%","2","184","2","5659","6.36e-2","1.00e+0","30.76","1.00e+0","1.00e+0","1.05e-3"
"GOTERM_BP_DIRECT","anatomical structure formation involved in morphogenesis","1.04%","2","184","2","5659","6.36e-2","1.00e+0","30.76","1.00e+0","1.00e+0","1.05e-3"
"GOTERM_BP_DIRECT","cysteine biosynthetic process from serine","1.04%","2","184","2","5659","6.36e-2","1.00e+0","30.76","1.00e+0","1.00e+0","1.05e-3"
"GOTERM_BP_DIRECT","muscle structure development","1.04%","2","184","2","5659","6.36e-2","1.00e+0","30.76","1.00e+0","1.00e+0","1.05e-3"
"GOTERM_BP_DIRECT","positive regulation of striated muscle contraction","1.04%","2","184","2","5659","6.36e-2","1.00e+0","30.76","1.00e+0","1.00e+0","1.05e-3"
"GOTERM_BP_DIRECT","muscle thin filament assembly","1.04%","2","184","2","5659","6.36e-2","1.00e+0","30.76","1.00e+0","1.00e+0","1.05e-3"
"GOTERM_BP_DIRECT","regulation of nitric oxide mediated signal transduction","1.04%","2","184","2","5659","6.36e-2","1.00e+0","30.76","1.00e+0","1.00e+0","1.05e-3"
"UP_KW_PTM","Hydroxylation","2.07%","4","106","33","3694","6.58e-2","2.85e-1","4.22","6.14e-1","2.66e-1","1.38e-2"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 3","2.07%","4","184","30","5763","6.83e-2","7.27e-1","4.18","1.00e+0","7.27e-1","1.44e-2"
"GOTERM_MF_DIRECT","S-adenosyl-L-methionine binding","1.55%","3","175","14","5577","6.89e-2","1.00e+0","6.83","1.00e+0","1.00e+0","8.57e-3"
"SMART","Pribosyltran_N","1.04%","2","75","3","3019","7.18e-2","1.00e+0","26.84","9.98e-1","1.00e+0","1.80e-3"
"PIR_SUPERFAMILY","eIF2A","1.04%","2","33","2","833","7.54e-2","1.00e+0","25.24","9.12e-1","1.00e+0","1.52e-3"
"UP_KW_PTM","Isopeptide bond","9.84%","19","106","446","3694","7.60e-2","2.85e-1","1.48","6.70e-1","2.66e-1","4.77e-2"
"KEGG_PATHWAY","Cytoskeleton in muscle cells","1.55%","3","97","14","2776","8.22e-2","9.52e-1","6.13","1.00e+0","9.52e-1","1.14e-2"
"KEGG_PATHWAY","Alzheimer disease","1.55%","3","97","14","2776","8.22e-2","9.52e-1","6.13","1.00e+0","9.52e-1","1.14e-2"
"KEGG_PATHWAY","Chemical carcinogenesis - reactive oxygen species","1.55%","3","97","14","2776","8.22e-2","9.52e-1","6.13","1.00e+0","9.52e-1","1.14e-2"
"GOTERM_BP_DIRECT","positive regulation of G1/S transition of mitotic cell cycle","1.55%","3","184","15","5659","8.29e-2","1.00e+0","6.15","1.00e+0","1.00e+0","1.15e-2"
"UP_KW_BIOLOGICAL_PROCESS","Transport","17.10%","33","106","864","3543","8.91e-2","9.65e-1","1.28","9.98e-1","9.65e-1","6.60e-2"
"UP_KW_CELLULAR_COMPONENT","Thick filament","1.04%","2","162","3","5258","8.91e-2","7.53e-1","21.64","9.58e-1","7.53e-1","2.77e-3"
"GOTERM_BP_DIRECT","cellular response to hypoxia","2.07%","4","184","33","5659","8.95e-2","1.00e+0","3.73","1.00e+0","1.00e+0","2.12e-2"
"GOTERM_MF_DIRECT","RNA-DNA hybrid ribonuclease activity","1.04%","2","175","3","5577","9.07e-2","1.00e+0","21.25","1.00e+0","1.00e+0","2.88e-3"
"GOTERM_MF_DIRECT","ribose phosphate diphosphokinase activity","1.04%","2","175","3","5577","9.07e-2","1.00e+0","21.25","1.00e+0","1.00e+0","2.88e-3"
"GOTERM_MF_DIRECT","5S rRNA binding","1.04%","2","175","3","5577","9.07e-2","1.00e+0","21.25","1.00e+0","1.00e+0","2.88e-3"
"GOTERM_MF_DIRECT","nitrite reductase (NO-forming) activity","1.04%","2","175","3","5577","9.07e-2","1.00e+0","21.25","1.00e+0","1.00e+0","2.88e-3"
"GOTERM_CC_DIRECT","ribosome","3.11%","6","186","76","5845","9.20e-2","1.00e+0","2.48","1.00e+0","9.87e-1","3.33e-2"
"GOTERM_CC_DIRECT","respiratory chain complex III","1.04%","2","186","3","5845","9.20e-2","1.00e+0","20.95","1.00e+0","9.87e-1","2.96e-3"
"GOTERM_CC_DIRECT","striated muscle thin filament","1.04%","2","186","3","5845","9.20e-2","1.00e+0","20.95","1.00e+0","9.87e-1","2.96e-3"
"GOTERM_CC_DIRECT","ribose phosphate diphosphokinase complex","1.04%","2","186","3","5845","9.20e-2","1.00e+0","20.95","1.00e+0","9.87e-1","2.96e-3"
"GOTERM_MF_DIRECT","RNA binding","10.36%","20","175","441","5577","9.20e-2","1.00e+0","1.45","1.00e+0","1.00e+0","5.90e-2"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 17","1.04%","2","184","3","5763","9.23e-2","9.04e-1","20.88","1.00e+0","9.04e-1","2.98e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 15","1.04%","2","184","3","5763","9.23e-2","9.04e-1","20.88","1.00e+0","9.04e-1","2.98e-3"
"UP_SEQ_FEATURE","REGION:Regulatory","1.04%","2","184","3","5763","9.23e-2","9.04e-1","20.88","1.00e+0","9.04e-1","2.98e-3"
"UP_SEQ_FEATURE","DOMAIN:Myosin tail","1.04%","2","184","3","5763","9.23e-2","9.04e-1","20.88","1.00e+0","9.04e-1","2.98e-3"
"UP_SEQ_FEATURE","DOMAIN:Ribose-phosphate pyrophosphokinase N-terminal","1.04%","2","184","3","5763","9.23e-2","9.04e-1","20.88","1.00e+0","9.04e-1","2.98e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 14","1.04%","2","184","3","5763","9.23e-2","9.04e-1","20.88","1.00e+0","9.04e-1","2.98e-3"
"UP_SEQ_FEATURE","DOMAIN:Fibronectin type-III 16","1.04%","2","184","3","5763","9.23e-2","9.04e-1","20.88","1.00e+0","9.04e-1","2.98e-3"
"KEGG_PATHWAY","Metabolic pathways","3.63%","7","97","91","2776","9.24e-2","9.52e-1","2.20","1.00e+0","9.52e-1","3.77e-2"
"GOTERM_BP_DIRECT","locomotion","1.55%","3","184","16","5659","9.28e-2","1.00e+0","5.77","1.00e+0","1.00e+0","1.39e-2"
"GOTERM_BP_DIRECT","RNA catabolic process","1.55%","3","184","16","5659","9.28e-2","1.00e+0","5.77","1.00e+0","1.00e+0","1.39e-2"
"INTERPRO","CSN8_PSD8_EIF3K","1.04%","2","193","3","6002","9.29e-2","1.00e+0","20.73","1.00e+0","1.00e+0","3.02e-3"
"INTERPRO","RNase_PH","1.04%","2","193","3","6002","9.29e-2","1.00e+0","20.73","1.00e+0","1.00e+0","3.02e-3"
"INTERPRO","Pribosyltran_N","1.04%","2","193","3","6002","9.29e-2","1.00e+0","20.73","1.00e+0","1.00e+0","3.02e-3"
"INTERPRO","XRCC4-like_C","1.04%","2","193","3","6002","9.29e-2","1.00e+0","20.73","1.00e+0","1.00e+0","3.02e-3"
"INTERPRO","Rib-P_diPkinase","1.04%","2","193","3","6002","9.29e-2","1.00e+0","20.73","1.00e+0","1.00e+0","3.02e-3"
"GOTERM_BP_DIRECT","mitochondrial electron transport, ubiquinol to cytochrome c","1.04%","2","184","3","5659","9.39e-2","1.00e+0","20.50","1.00e+0","1.00e+0","3.09e-3"
"GOTERM_BP_DIRECT","supramolecular fiber organization","1.04%","2","184","3","5659","9.39e-2","1.00e+0","20.50","1.00e+0","1.00e+0","3.09e-3"
"GOTERM_BP_DIRECT","skeletal muscle myosin thick filament assembly","1.04%","2","184","3","5659","9.39e-2","1.00e+0","20.50","1.00e+0","1.00e+0","3.09e-3"
"GOTERM_BP_DIRECT","cysteine biosynthetic process via cystathionine","1.04%","2","184","3","5659","9.39e-2","1.00e+0","20.50","1.00e+0","1.00e+0","3.09e-3"
"GOTERM_BP_DIRECT","5-phosphoribose 1-diphosphate biosynthetic process","1.04%","2","184","3","5659","9.39e-2","1.00e+0","20.50","1.00e+0","1.00e+0","3.09e-3"
"GOTERM_BP_DIRECT","DNA protection","1.04%","2","184","3","5659","9.39e-2","1.00e+0","20.50","1.00e+0","1.00e+0","3.09e-3"
"GOTERM_BP_DIRECT","hydrogen sulfide biosynthetic process","1.04%","2","184","3","5659","9.39e-2","1.00e+0","20.50","1.00e+0","1.00e+0","3.09e-3"
"GOTERM_BP_DIRECT","L-cysteine catabolic process","1.04%","2","184","3","5659","9.39e-2","1.00e+0","20.50","1.00e+0","1.00e+0","3.09e-3"
"UP_KW_LIGAND","ATP-binding","13.99%","27","72","765","2635","9.93e-2","6.92e-1","1.29","9.00e-1","6.92e-1","7.26e-2"

