"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_MF_DIRECT","ATP-dependent protein disaggregase activity","1.47%","2","128","4","5577","8.80e-2","1.00e+0","21.79","1.00e+0","1.00e+0","3.04e-3"
"GOTERM_BP_DIRECT","defense response to virus","2.94%","4","135","45","5659","8.98e-2","1.00e+0","3.73","1.00e+0","1.00e+0","2.17e-2"
"UP_SEQ_FEATURE","DOMAIN:EGF-like 1","2.94%","4","132","47","5763","9.04e-2","9.43e-1","3.72","1.00e+0","9.43e-1","2.19e-2"
"UP_SEQ_FEATURE","ACT_SITE:Glycyl thioester intermediate","2.94%","4","132","47","5763","9.04e-2","9.43e-1","3.72","1.00e+0","9.43e-1","2.19e-2"
"GOTERM_BP_DIRECT","termination of signal transduction","1.47%","2","135","4","5659","9.14e-2","1.00e+0","20.96","1.00e+0","1.00e+0","3.28e-3"
"GOTERM_BP_DIRECT","sphingomyelin catabolic process","1.47%","2","135","4","5659","9.14e-2","1.00e+0","20.96","1.00e+0","1.00e+0","3.28e-3"
"GOTERM_BP_DIRECT","mitotic recombination","1.47%","2","135","4","5659","9.14e-2","1.00e+0","20.96","1.00e+0","1.00e+0","3.28e-3"
"GOTERM_BP_DIRECT","response to type I interferon","1.47%","2","135","4","5659","9.14e-2","1.00e+0","20.96","1.00e+0","1.00e+0","3.28e-3"
"GOTERM_BP_DIRECT","cytoplasm protein quality control by the ubiquitin-proteasome system","1.47%","2","135","4","5659","9.14e-2","1.00e+0","20.96","1.00e+0","1.00e+0","3.28e-3"
"GOTERM_BP_DIRECT","negative regulation of supramolecular fiber organization","1.47%","2","135","4","5659","9.14e-2","1.00e+0","20.96","1.00e+0","1.00e+0","3.28e-3"
"GOTERM_MF_DIRECT","protein binding","36.03%","49","128","1781","5577","9.19e-2","1.00e+0","1.20","1.00e+0","1.00e+0","7.33e-2"
"UP_SEQ_FEATURE","REPEAT:WD 5","5.15%","7","132","138","5763","9.35e-2","9.43e-1","2.21","1.00e+0","9.43e-1","3.84e-2"
"INTERPRO","WD40_repeat_CS","3.68%","5","136","78","6002","9.80e-2","1.00e+0","2.83","1.00e+0","1.00e+0","3.13e-2"
"KEGG_PATHWAY","Ubiquitin mediated proteolysis","2.21%","3","72","21","2776","9.91e-2","1.00e+0","5.51","1.00e+0","1.00e+0","1.59e-2"

